schoolName,state,website,stateAbb,schoolType,charterSchool,magnetSchool,locale,totalStudents,lowestGrade,highestGrade,totalRace,raceNative,raceAsian,raceHispanic,raceBlack,raceWhite,raceHawaiian,raceMultiple,studentTeacherRatio,teacherCount,matches,pWhite,pBlack,pHispanic,dressCode,handbookYear,uniform,entered
CHENANGO VALLEY HIGH SCHOOL,New York,www.cvcsd.stier.org,NY ,1-Regular school,2-No,2-No,22-Suburb: Mid-size,534,9th Grade,12th Grade,534,4,9,5,7,491,NA,18,15.74,33.93, dress,92,1,1,http://www.cvcsd.stier.org/Downloads/SECTION%20IV_Policy%20No_30%20-%20Code%20of%20Conduct%20(002).pdf,2018-2019,FALSE,
GROSSE ILE HIGH SCHOOL,Michigan,www.gischools.org,MI ,1-Regular school,2-No,2-No,21-Suburb: Large,651,9th Grade,12th Grade,651,3,17,25,10,591,0,5,19.9,32.71,handbook,91,2,4,https://www.gischools.org/downloads/hs_admin/2017-2018_high_school_handbook.pdf,2018-2019,FALSE,
JEMEZ VALLEY HIGH,New Mexico,http://hsjvps.sharpschool.com/,NM ,1-Regular school,2-No,NA,42-Rural: Distant,109,9th Grade,12th Grade,109,69,0,32,0,8,0,0,10.54,10.34,manual,7,0,29,http://www.jvps.org/UserFiles/Servers/Server_4232405/File/Registration%20Documents/Handbooks/2017-18/2017-18%20Parent-%20Student%20Handbook.pdf,2018-2019,FALSE,
CENTER HILL HIGH SCHOOL,Mississippi,www.desotocountyschools.org/chhs,MS ,1-Regular school,2-No,2-No,41-Rural: Fringe,971,9th Grade,12th Grade,971,3,10,47,364,527,3,17,19.25,50.45,handbook,54,37,5,http://chhs.desotocountyschools.org/,2018-2019,FALSE,
FAIR HAVEN UHSD #16,Vermont,http://www.fhuhs.org/,VT ,1-Regular school,NA,2-No,32-Town: Distant,449,9th Grade,12th Grade,449,0,0,6,1,435,4,3,12.14,37,manual,97,0,1,https://docs.google.com/document/d/1DL6QJxIXSVL2cNL53Sp1eqSbStmnN0_XDXyk002BDA0/edit,2018-2019,FALSE,
ELGIN H S,Texas,www.elginisd.net,TX ,1-Regular school,2-No,2-No,41-Rural: Fringe,1277,9th Grade,12th Grade,1277,1,6,699,175,376,2,18,15.03,84.94,guide,29,14,55,https://www.elginisd.net/cms/lib6/TX01917830/Centricity/domain/871/policies-regulations/2018-19-e-dress-code-071718.pdf,2018-2019,FALSE,
NEW LIMA HS,Oklahoma,www.newlima.k12.ok.us,OK ,1-Regular school,2-No,NA,42-Rural: Distant,104,9th Grade,12th Grade,104,15,2,5,2,46,0,34,13.18,7.89,handbook,44,2,5,http://www.newlima.k12.ok.us/newlima-1617-handbook.pdf,2018-2019,FALSE,
BETHLEHEM AVTS,Pennsylvania,http://www.bethlehemavts.org,PA ,3-Vocational school,2-No,2-No,21-Suburb: Large,0,9th Grade,12th Grade,0,0,0,0,0,0,0,0,0,34,guide,NA,NA,NA,https://bethlehemavts.org/wp-content/uploads/2018/08/Student-Handbook-18-19.pdf,2018-2019,FALSE,
CHEQUAMEGON HIGH,Wisconsin,csdk12.net,WI ,1-Regular school,2-No,2-No,43-Rural: Remote,227,9th Grade,12th Grade,227,3,6,6,0,206,2,4,14.13,16.06,handbook,91,0,3,https://docs.google.com/document/d/1z4yCHLvxtqEbK4sBmjlq7ixDvN4d2XOldoyanwf3kxc/edit,2018-2019,FALSE,
HOLTON HIGH SCHOOL,Michigan,www.holtonschools.com,MI ,1-Regular school,2-No,2-No,42-Rural: Distant,262,9th Grade,12th Grade,262,6,4,2,2,242,0,6,20.79,12.6,handbook,92,1,1,http://www.holtonschools.com/downloads/administration/2018-2019_handbook_final.pdf,2018-2019,FALSE,
MIAMI HS,Oklahoma,http://miami.k12.ok.us,OK ,1-Regular school,2-No,NA,32-Town: Distant,630,9th Grade,12th Grade,630,137,2,28,6,300,14,143,13.8,45.65,manual,48,1,4,http://mpss.ss18.sharpschool.com/common/pages/DisplayFile.aspx?itemId=2715612,2018-2019,FALSE,
PENFIELD SENIOR HIGH SCHOOL,New York,www.penfield.edu,NY ,1-Regular school,2-No,2-No,21-Suburb: Large,1463,9th Grade,12th Grade,1463,1,47,86,57,1242,NA,30,13.8,106.01,handbook,85,4,6,https://www.penfield.edu/files/filesystem/2018-19%20Student%20Planner%20Handbook.pdf,2018-2019,FALSE,
OWENS VALLEY HIGH,California,www.ovusd.org,CA ,1-Regular school,2-No,2-No,43-Rural: Remote,22,9th Grade,12th Grade,22,2,0,8,1,10,0,1,7.86,2.8,handbook,45,5,36,http://ovusd.org/high-school-handbook/ovhs-handbook-2018-19/,2018-2019,FALSE,
YUMA ONLINE DISTANCE ACADEMY,Arizona,yumaunion.org,AZ ,1-Regular school,2-No,–,13-City: Small,11,9th Grade,12th Grade,11,0,1,6,0,4,0,0,NA,NA,manual,36,0,55,https://docs.google.com/viewerng/viewer?url=https://www.yumaunion.org//cms/lib/AZ02218644/Centricity/Domain/47/2018-+2019+StudentParent+Handbook+Final1.pdf,2018-2019,FALSE,
VALLEY FALLS HIGH,Kansas,www.usd338.com,KS ,1-Regular school,2-No,2-No,42-Rural: Distant,105,9th Grade,12th Grade,105,0,0,0,1,103,0,1,8.64,12.15,appearance,98,1,0,http://www.usd338.com/pages/uploaded_files/9-12%20student%20handbook%202018-2019%20(2).pdf,2018-2019,FALSE,
MCLEOD H S,Texas,www.mcleodisd.net,TX ,1-Regular school,2-No,2-No,42-Rural: Distant,110,9th Grade,12th Grade,110,0,1,2,0,106,0,1,8.46,13,handbook,96,0,2,http://www.mcleodisd.net/sites/mcleodisd.net/files/secondary_handbook_18-19.pdf,2018-2019,FALSE,
BOSCOBEL HIGH,Wisconsin,www.boscobel.k12.wi.us,WI ,1-Regular school,2-No,2-No,33-Town: Remote,244,9th Grade,12th Grade,244,1,0,10,2,231,0,0,12.9,18.91,appearance,95,1,4,https://docs.wixstatic.com/ugd/13f73b_1570baf9f3af48cdbb05ece706ec70ec.pdf,2018-2019,FALSE,
LAKE REGION HIGH SCHOOL,Florida,http://www.lakeregionthunder.com/,FL ,1-Regular school,2-No,2-No,22-Suburb: Mid-size,1763,9th Grade,12th Grade,1763,13,32,615,379,674,1,49,18.96,93,appearance,38,21,35,http://lakeregionthunder.com/wp-content/uploads/2018-2019-Dress-Code.pdf,2018-2019,FALSE,
THURSTON HIGH SCHOOL,Oregon,www.thscoltspace.com/,OR ,1-Regular school,2-No,NA,22-Suburb: Mid-size,1371,9th Grade,12th Grade,1371,16,11,189,9,1033,10,103,24.23,56.58,handbook,75,1,14,http://www.thscoltspace.com/files/2018/09/StudentHandbook.pdf,2018-2019,FALSE,
MONTGOMERY CO. HIGH,Missouri,www.mc-wildcats.org,MO ,1-Regular school,2-No,2-No,41-Rural: Fringe,377,9th Grade,12th Grade,377,5,1,6,5,347,0,13,13.76,27.39,manual,92,1,2,http://montgomerychs.sharpschool.net/UserFiles/Servers/Server_4526335/File/2018-19%20Student%20handbook.pdf,2018-2019,FALSE,
AVERY H S,Texas,www.averyisd.net,TX ,1-Regular school,2-No,2-No,43-Rural: Remote,119,9th Grade,12th Grade,119,3,0,10,1,103,0,2,8.29,14.36,guide,87,1,8,http://www.averyisd.net/pages/uploaded_files/18-19%20Student%20Handbook.pdf,2018-2019,FALSE,
UNION GROVE H S,Texas,www.uniongroveisd.org,TX ,1-Regular school,2-No,2-No,41-Rural: Fringe,194,9th Grade,12th Grade,194,4,0,7,0,178,0,5,7.93,24.46,handbook,92,0,4,https://www.ugisd.org/docs/ugisd/UG_JH-HS_STUDENT_HANDBOOK_2018-2019.pdf,2018-2019,FALSE,
REEDSBURG AREA HIGH,Wisconsin,www.rsd.k12.wi.us,WI ,1-Regular school,2-No,2-No,32-Town: Distant,833,9th Grade,12th Grade,833,5,5,57,7,751,0,8,14.98,55.62,handbook,90,1,7,https://www.rsd.k12.wi.us/rahs/RAHS%20Student%20Handbook%2018-19.pdf,2018-2019,FALSE,
SHAKER HIGH SCHOOL,New York,www.northcolonie.org/shakerhighschool,NY ,1-Regular school,2-No,2-No,21-Suburb: Large,1973,9th Grade,12th Grade,1973,2,286,100,126,1422,NA,37,12.96,152.22,guide,72,6,5,https://www.northcolonie.org/shaker-high-school/shaker-high-school-student-handbook/,2018-2019,FALSE,
ARROWHEAD HIGH,Wisconsin,www.arrowheadschools.org,WI ,1-Regular school,2-No,2-No,21-Suburb: Large,2219,9th Grade,12th Grade,2219,7,40,83,18,2030,0,41,19.31,114.92,handbook,91,1,4,https://www.arrowheadschools.org/cms_files/resources/Pol600.pdf,2018-2019,FALSE,
COLBERT HS,Oklahoma,www.colbertisd.org,OK ,1-Regular school,2-No,NA,42-Rural: Distant,205,9th Grade,12th Grade,205,79,2,10,8,97,1,8,11.95,17.15,guide,47,4,5,https://s3.amazonaws.com/scschoolfiles/10/18-19_student_handbook.pdf,2018-2019,FALSE,
SEQUOYAH HS,Oklahoma,http://www.sequoyaheagles.net,OK ,1-Regular school,2-No,NA,42-Rural: Distant,450,9th Grade,12th Grade,450,155,8,12,2,255,0,18,15.44,29.14,appearance,57,0,3,http://www.sequoyaheagles.net/pages/uploaded_files/handbook%20-%20sequoyah%20secondary%202018-2019.pdf,2018-2019,FALSE,
BRAVE CENTER ACADEMY,North Dakota,http://www.mandan.k12.nd.us/,ND ,1-Regular school,NA,NA,23-Suburb: Small,35,9th Grade,12th Grade,35,1,0,2,2,30,0,0,17.5,2,guide,86,6,6,https://drive.google.com/file/d/1RGPNaI5Yei_NYKcaQ59lREfclp9eBFJ_/view,2018-2019,FALSE,
NEW PRAGUE SENIOR HIGH,Minnesota,www.np.k12.mn.us,MN ,1-Regular school,2-No,2-No,32-Town: Distant,1276,9th Grade,12th Grade,1276,3,9,22,12,1225,1,4,24.82,51.42,handbook,96,1,2,http://www.npaschools.org/sites/default/files/images/94/18-19%20Student%20Handbook.pdf,2018-2019,FALSE,
MENOMONIE HIGH,Wisconsin,www.sdmaonline.com,WI ,1-Regular school,2-No,2-No,41-Rural: Fringe,962,9th Grade,12th Grade,962,1,59,28,7,833,2,32,16.73,57.5,handbook,87,1,3,http://menomoniehs.ss7.sharpschool.com/UserFiles/Servers/Server_384530/Image/2018-2019%20Agenda%20Book%205x8.pdf,2018-2019,FALSE,
ULYSSES S. GRANT SENIOR HIGH,California,www.granths.org,CA ,1-Regular school,2-No,1-Yes,11-City: Large,1960,9th Grade,12th Grade,1960,7,77,1134,72,660,2,8,24.42,80.26,manual,34,4,58,https://4.files.edl.io/9ed3/05/29/18/224645-1345bde9-e0ab-4e48-9e9d-7d2c90e2ce7c.pdf,2018-2019,FALSE,
HARDIN-JEFFERSON H S,Texas,www.hjisd.net,TX ,1-Regular school,2-No,2-No,42-Rural: Distant,639,9th Grade,12th Grade,639,1,1,52,74,507,0,4,12.42,51.44,handbook,79,12,8,http://www.hjisd.net/UserFiles/Servers/Server_815992/File/2018-19%20Student%20Handbook%20updated%209-17-18.pdf,2018-2019,FALSE,
THE BRIDGE SCHOOL,WYOMING,http://www.sheridan.k12.wy.us/,WY ,1-Regular school,2-No,2-No,43-Rural: Remote,1,9th Grade,12th Grade,1,0,0,0,0,1,0,0,NA,NA,guide,100,0,0,https://docs.google.com/document/d/1mNiXMKtBQZMjp3TY_nhgz0Bc2tC2-94HG67U9jfludg/edit,2018-2019,FALSE,
MARLIN H S,Texas,www.marlinisd.org,TX ,1-Regular school,2-No,2-No,32-Town: Distant,220,9th Grade,12th Grade,220,0,0,71,130,16,0,3,10.17,21.63,handbook,7,59,32,https://www.marlinisd.org/UserFiles/Servers/Server_149374/File/Marlin/High%20School/MHS%20Dress%20Code%202018-19.docx.pdf,2018-2019,FALSE,
LOOKEBA-SICKLES HS,Oklahoma,http://www.lookeba.k12.ok.us,OK ,1-Regular school,2-No,NA,43-Rural: Remote,86,9th Grade,12th Grade,86,7,0,27,0,46,0,6,12.46,6.9,handbook,53,0,31,http://www.lookeba.k12.ok.us/lookeba-student-handbook.pdf,2018-2019,FALSE,
KNOXVILLE HIGH SCHOOL,Iowa,www.knoxville.k12.ia.us,IA ,1-Regular school,2-No,NA,32-Town: Distant,531,9th Grade,12th Grade,531,1,4,18,9,486,0,13,14.65,36.24,handbook,92,2,3,https://docs.google.com/document/d/1zUkgyKARmIAkvg_qsXf29SjIy4VT_ahvdblSwvhZxRY/edit#heading=h.a22qiwj55aj1,2018-2019,FALSE,
VAN HORN HIGH,Missouri,www.isdschools.org,MO ,1-Regular school,2-No,2-No,21-Suburb: Large,999,9th Grade,12th Grade,999,6,4,262,109,540,10,68,16.64,60.05,handbook,54,11,26,https://www.isdschools.org/wp-content/uploads/2018/07/2018-19-ISD-High-Schools-Student-Handbook.pdf,2018-2019,FALSE,
HUDSON'S BAY HIGH SCHOOL,Washington,http://bay.vansd.org,WA ,1-Regular school,2-No,–,12-City: Mid-size,1228,9th Grade,12th Grade,1228,16,27,350,34,710,21,70,21.43,57.3,handbook,58,3,29,https://bay.vansd.org/download/student-handbook/?wpdmdl=1316,2018-2019,FALSE,
SHELBY HIGH SCHOOL,Montana,shelbypublicschools.org,MT ,1-Regular school,NA,2-No,33-Town: Remote,123,9th Grade,12th Grade,123,5,0,5,0,109,0,4,10.19,12.07,handbook,89,0,4,http://www.shelbypublicschools.org/images/file_cabinet/handbooks/2018-19%20JH%20&%20HS%20Handbook.pdf,2018-2019,FALSE,
WEST SENECA WEST SENIOR HIGH SCHOOL,New York,www.wscschools.org,NY ,1-Regular school,2-No,2-No,21-Suburb: Large,1202,9th Grade,12th Grade,1202,4,5,32,30,1115,NA,16,16.44,73.13,handbook,93,2,3,https://docs.google.com/viewerng/viewer?url=https://www.wscschools.org//cms/lib/NY02205793/Centricity/Domain/2476/Student+Handbook+2018.doc,2018-2019,FALSE,
LITTLE CHUTE HIGH,Wisconsin,www.littlechute.k12.wi.us,WI ,1-Regular school,2-No,2-No,22-Suburb: Mid-size,388,9th Grade,12th Grade,388,4,1,22,9,350,0,2,14.64,26.5,handbook,90,2,6,https://www.littlechute.k12.wi.us/2017-18Student-Handbook.pdf,2018-2019,FALSE,
PEABODY VETERANS MEMORIAL HIGH,Massachusetts,www.peabody.k12.ma.us,MA ,1-Regular school,2-No,2-No,21-Suburb: Large,1627,9th Grade,12th Grade,1627,2,29,235,63,1264,0,34,12.11,134.32,appearance,78,4,14,https://peabody.k12.ma.us/wp-content/uploads/2018/09/PVMHS-FINAL-HANDBOOK-ENGLISH-18.19.pdf,2018-2019,FALSE,
MERKEL H S,Texas,www.merkel.esc14.net,TX ,1-Regular school,2-No,2-No,42-Rural: Distant,320,9th Grade,12th Grade,320,4,0,76,6,225,1,8,9.18,34.85,guide,70,2,24,http://www.merkel.esc14.net/upload/page/0076/docs/HB/2018-19%20MHS%20Student%20Handbook.pdf,2018-2019,FALSE,
RED HOOK SENIOR HIGH SCHOOL,New York,www.redhookcentralschools.org,NY ,1-Regular school,2-No,2-No,31-Town: Fringe,647,9th Grade,12th Grade,647,2,14,36,25,568,NA,2,11.3,57.25,manual,88,4,6,https://www.redhookcentralschools.org/cms/lib/NY01000233/Centricity/Domain/458/WEB%202018-2019%20RHHS%20Student%20Handbook.pdf,2018-2019,FALSE,
LEHIGH VALLEY CHARTER HIGH SCHOOL FOR TH,Pennsylvania,http://www.charterarts.org,PA ,1-Regular school,1-Yes,2-No,13-City: Small,544,9th Grade,12th Grade,544,0,7,68,38,404,0,27,15.28,35.6,handbook,74,7,12,http://www.charterarts.org/wp-content/uploads/2018/09/new.2018_19LehighValleyCharterArtsStudent_Parent_GuardianHandbook-3.pdf,2018-2019,FALSE,
HENDERSON H S,Texas,hendersonisd.org,TX ,1-Regular school,2-No,2-No,32-Town: Distant,950,9th Grade,12th Grade,950,5,10,257,171,502,0,5,13.33,71.28,handbook,53,18,27,https://hendersonisd.org/UserFiles/Servers/Server_610349/File/Henderson%20ISD/Families/Parent%20Student%20Information/Student%20Handbooks/HHS%20Handbook.pdf,2018-2019,FALSE,
ARIZONA CONSERVATORY FOR ARTS AND ACADEMICS,Arizona,azconservatory.org,AZ ,1-Regular school,1-Yes,–,11-City: Large,242,9th Grade,12th Grade,242,4,3,45,19,165,0,6,NA,NA,handbook,68,8,19,https://www.azconservatory.org/wp-content/uploads/2018/10/1819-Student-Handbook-revision-as-of-7_25_18-1.pdf,2018-2019,FALSE,
NATHAN HALE HIGH,Wisconsin,www.wawm.k12.wi.us,WI ,1-Regular school,2-No,2-No,13-City: Small,1571,9th Grade,12th Grade,1571,16,59,280,128,1050,1,37,17.41,90.24,handbook,67,8,18,https://docs.google.com/document/d/1hnC7bFMcPfADBHgjULkES7rKCmrr-mRNRw5dHe6z5gk/edit,2018-2019,FALSE,
UNIVERSITY CITY HIGH,California,www.universitycityhigh.org,CA ,1-Regular school,2-No,2-No,11-City: Large,1813,9th Grade,12th Grade,1813,6,308,626,73,667,4,129,28.05,64.64,handbook,37,4,35,https://www.sandiegounified.org/schools/sites/default/files_link/schools/files//schools/university_city/UCHS_docs/1819UCHSStudentParentHandbook1031.pdf,2018-2019,FALSE,
SIUSLAW HIGH SCHOOL,Oregon,www.siuslaw.k12.or.us,OR ,1-Regular school,2-No,NA,33-Town: Remote,437,9th Grade,12th Grade,437,21,11,55,3,302,2,43,19.54,22.37,handbook,69,1,13,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/236785/2018-2019_Siuslaw_HS_Student_Handbook.pdf,2018-2019,FALSE,
PLEVNA HIGH SCHOOL,Montana,www.plevna.k12.mt.us,MT ,1-Regular school,NA,2-No,43-Rural: Remote,16,9th Grade,12th Grade,16,0,0,0,1,14,0,1,3.64,4.4,handbook,88,6,0,https://docs.google.com/document/d/1p41iwX-KodtqXsVwlmKtezvPRG_C9RmrzBRSkbkntaE/edit,2018-2019,FALSE,
NORTH EUGENE HIGH SCHOOL,Oregon,nehs.4j.lane.edu/,OR ,1-Regular school,2-No,NA,12-City: Mid-size,911,9th Grade,12th Grade,911,21,17,170,10,618,4,71,21.7,41.99,handbook,68,1,19,https://docs.google.com/viewerng/viewer?url=https://nehs.4j.lane.edu/wp-content/uploads/2018/10/NEHS-Parent-Student-Handbook-2018_19.pdf&hl=en_US,2018-2019,FALSE,
LITTLETON HIGH SCHOOL,Massachusetts,http://www.littletonps.org/highschool/,MA ,1-Regular school,2-No,2-No,21-Suburb: Large,448,9th Grade,12th Grade,448,1,19,7,4,405,3,9,13.66,32.8,handbook,90,1,2,https://drive.google.com/file/d/0B630GjvtAlZ4RW5LU2hyMHlaOUU/view,2018-2019,FALSE,
BRONX HIGH SCHOOL OF SCIENCE,New York,www.bxscience.edu,NY ,1-Regular school,2-No,–,11-City: Large,3011,9th Grade,12th Grade,3011,11,1873,160,66,633,NA,268,22.32,134.88,manual,21,2,5,https://www.bxscience.edu/apps/pages/index.jsp?uREC_ID=219380&type=d&termREC_ID=&pREC_ID=440771&hideMenu=0,2018-2019,FALSE,
WEST SPRINGFIELD HIGH,Massachusetts,www.wsps.org,MA ,1-Regular school,2-No,2-No,21-Suburb: Large,1222,9th Grade,12th Grade,1222,1,81,200,54,865,1,20,13.16,92.85,handbook,71,4,16,http://www.wsps.org/Home/ShowDocument?id=2485,2018-2019,FALSE,
SCHUYLERVILLE HIGH SCHOOL,New York,www.schuylervilleschools.org,NY ,1-Regular school,2-No,2-No,41-Rural: Fringe,572,9th Grade,12th Grade,572,0,5,11,15,541,NA,0,13.32,42.93,guide,95,3,2,https://www.schuylervilleschools.org/high-school-student-handbook-2018-19/#h_651877674121534443524868,2018-2019,FALSE,
ALTA LOMA HIGH,California,www.cjuhsd.net,CA ,1-Regular school,2-No,2-No,21-Suburb: Large,2514,9th Grade,12th Grade,2514,16,124,1317,192,799,19,47,25.18,99.86,appearance,32,8,52,http://cjuhsd-ca.schoolloop.com/file/1325749002465/1309101244690/3354919983975270997.pdf,2018-2019,FALSE,
PINE ISLAND SECONDARY,Minnesota,www.pineisland.k12.mn.us,MN ,1-Regular school,2-No,2-No,31-Town: Fringe,380,9th Grade,12th Grade,380,1,7,10,9,352,0,1,15.29,24.85,handbook,93,2,3,https://drive.google.com/file/d/18Db0l5OJbWffJcBE8dNm59N8qvE4c0vH/view,2018-2019,FALSE,
WINNECONNE HIGH,Wisconsin,www.winneconne.k12.wi.us,WI ,1-Regular school,2-No,2-No,31-Town: Fringe,486,9th Grade,12th Grade,486,0,5,9,4,462,0,6,15.52,31.32,handbook,95,1,2,http://www.hs.winneconne.k12.wi.us/UserFiles/Servers/Server_242514/File/Schools/High%20School/Family%20Information/Student%20Handbook/WHS%20Agenda%202018-19.pdf,2018-2019,FALSE,
YORBA LINDA HIGH,California,www.ylhs.org,CA ,1-Regular school,2-No,1-Yes,21-Suburb: Large,1791,9th Grade,12th Grade,1791,2,334,296,23,1091,4,41,27.39,65.39, dress,61,1,17,https://4.files.edl.io/4194/09/04/18/180029-a2dbf7d6-5a39-4bcc-b3b0-151096023f60.pdf,2018-2019,FALSE,
DOBBS FERRY HIGH SCHOOL,New York,www.dfsd.org,NY ,1-Regular school,2-No,2-No,21-Suburb: Large,446,9th Grade,12th Grade,446,0,38,75,31,273,NA,29,12.4,35.98,guide,61,7,17,https://docs.google.com/viewerng/viewer?url=https://www.dfsd.org//cms/lib/NY02214206/Centricity/Domain/345/HSStudentHandbook.pdf,2018-2019,FALSE,
WESTLAKE HIGH SCHOOL,New York,www.mtplcsd.org,NY ,1-Regular school,2-No,2-No,21-Suburb: Large,560,9th Grade,12th Grade,560,0,28,57,6,468,NA,1,10.4,53.86,manual,84,1,10,https://echalk-slate-prod.s3.amazonaws.com/private/schools/2996/site/fileLinks/f0f0b252-0253-489b-91dd-7cb94186f494?AWSAccessKeyId=AKIAJSZKIBPXGFLSZTYQ&Expires=1858407797&response-cache-control=private%2C%20max-age%3D31536000&response-content-disposition=%3Bfilename%3D%22Code%2520of%2520Conduct%25202011-2012.pdf%22&response-content-type=application%2Fpdf&Signature=FQMmJP%2BMxgG9N%2FDhzIhVYIMwsvY%3D,2018-2019,FALSE,
LINDEN-KILDARE H S,Texas,lkcisd.net,TX ,1-Regular school,2-No,2-No,43-Rural: Remote,212,9th Grade,12th Grade,212,1,4,19,49,136,0,3,8.03,26.41,handbook,64,23,9,https://s3.amazonaws.com/scschoolfiles/931/18-19_lkcisd_student_handbook.pdf,2018-2019,FALSE,
OLNEY H S,Texas,www.olneyisd.net/,TX ,1-Regular school,2-No,2-No,32-Town: Distant,190,9th Grade,12th Grade,190,2,1,68,5,108,0,6,7.82,24.3,appearance,57,3,36,http://www.olneyisd.net/vimages/shared/vnews/stories/53ee108e8a956/2018-2019%20OHS%20Student%20Handbook.pdf,2018-2019,FALSE,
PROSPER H S,Texas,www.prosper-isd.net,TX ,1-Regular school,2-No,2-No,41-Rural: Fringe,2109,9th Grade,12th Grade,2109,12,51,269,182,1510,2,83,14.54,145.04,guide,72,9,13,https://docs.google.com/viewerng/viewer?url=https://www.prosper-isd.net//cms/lib5/TX01918217/Centricity/Domain/774/Dress+and+Grooming+2018-2019.pdf,2018-2019,FALSE,
NORWOOD-NORFOLK SCHOOL,New York,www.nncsk12.org,NY ,1-Regular school,2-No,2-No,42-Rural: Distant,285,9th Grade,12th Grade,285,6,3,2,5,265,NA,4,17.39,16.39,guide,93,2,1,https://docs.google.com/viewerng/viewer?url=https://www.nncsk12.org//cms/lib/NY02208815/Centricity/Domain/51/Code+of+Conduct+2018-2019.pdf,2018-2019,FALSE,
BEAVER DAM HIGH,Wisconsin,www.beaverdam.k12.wi.us,WI ,1-Regular school,2-No,2-No,32-Town: Distant,1042,9th Grade,12th Grade,1042,1,11,166,19,829,0,16,15.92,65.44,guide,80,2,16,https://www.bdusd.org/handbooks/Student%20-%20Family%20Handbook%202018-19.pdf,2018-2019,FALSE,
TROY H S,Texas,www.troyisd.org,TX ,1-Regular school,2-No,2-No,41-Rural: Fringe,444,9th Grade,12th Grade,444,4,4,104,5,324,1,2,14.19,31.29,guide,73,1,23,https://4.files.edl.io/2fdd/06/19/18/231635-fe675a61-2800-468a-ace6-9c181c26709c.pdf,2018-2019,FALSE,
SERRANO HIGH,California,www.snowlineschools.com,CA ,1-Regular school,2-No,2-No,41-Rural: Fringe,2231,9th Grade,12th Grade,2231,8,87,921,133,990,14,78,21.86,102.04,manual,44,6,41,https://1.cdn.edl.io/9wK1xUrJuxxKkDMHS0amdi1NyRRZrXBcb7Vgu9IUvk6yBVsV.pdf,2018-2019,FALSE,
MARINER HIGH SCHOOL,Florida,http://mrh.leeschools.net/,FL ,1-Regular school,2-No,2-No,12-City: Mid-size,1546,9th Grade,12th Grade,1546,5,14,546,68,880,1,32,19.09,81,handbook,57,4,35,https://mrh.leeschools.net/UserFiles/Servers/Server_695618/File/Our%20student/Student%20Handbook/Mariner%20Code%20of%20Conduct.pdf,2018-2019,FALSE,
SOUTH FORT MYERS HIGH SCHOOL,Florida,http://sfm.leeschools.net/,FL ,1-Regular school,2-No,2-No,21-Suburb: Large,2038,9th Grade,12th Grade,2038,5,15,864,425,685,3,41,21.91,93,guide,34,21,42,https://sfm.leeschools.net/common/pages/DisplayFile.aspx?itemId=4166313,2018-2019,FALSE,
ESPARTO HIGH,California,http://ehs-esparto-ca.schoolloop.com/,CA ,1-Regular school,2-No,2-No,32-Town: Distant,274,9th Grade,12th Grade,274,4,3,185,2,75,1,4,19.12,14.33,handbook,27,1,68,http://ehs-esparto-ca.schoolloop.com/file/1518856305063/1473924545090/8693180584522508401.pdf,2018-2019,FALSE,
PORT ARANSAS H S,Texas,www.paisd.net,TX ,1-Regular school,2-No,2-No,42-Rural: Distant,177,9th Grade,12th Grade,177,0,1,23,1,143,0,9,9.19,19.26,handbook,81,1,13,https://drive.google.com/file/d/0B4aSO0UmSr5Xb0NrQmlSOXVUTk1FX3dfX0NHaWpMRzZJTUt3/view,2018-2019,FALSE,
MILWAUKIE HIGH SCHOOL,Oregon,www.nclack.k12.or.us/Domain/544,OR ,1-Regular school,2-No,NA,21-Suburb: Large,1051,9th Grade,12th Grade,1051,10,33,311,29,586,13,69,21.66,48.52,handbook,56,3,30,https://www.nclack.k12.or.us/sites/default/files/fileattachments/district/page/6331/ncsdstudenthandbook_82318.pdf,2018-2019,FALSE,
HOLCOMB HIGH,Kansas,www.USD363.com,KS ,1-Regular school,2-No,2-No,42-Rural: Distant,315,9th Grade,12th Grade,315,5,1,117,3,183,0,6,11.67,27,appearance,58,1,37,http://www.usd363.com/vimages/shared/vnews/stories/4bb4055f09830/18-19%20HHS%20Handbook.pdf,2018-2019,FALSE,
RIVERDALE HIGH,Wisconsin,www.riverdale.k12.wi.us,WI ,1-Regular school,2-No,2-No,42-Rural: Distant,151,9th Grade,12th Grade,151,1,1,4,2,142,0,1,11.32,13.34,handbook,94,1,3,https://www.riverdale.k12.wi.us/cms_files/resources/RJSH%20STUDENT%20HANDBOOK%2017-18.pdf,2018-2019,FALSE,
CONVAL REGIONAL HIGH SCHOOL,New Hampshire,conval.edu/schools/CVHS,NH ,1-Regular school,2-No,2-No,41-Rural: Fringe,786,9th Grade,12th Grade,786,2,16,13,9,740,0,6,11.56,68,handbook,94,1,2,http://cvhs.convalsd.net/wp-content/uploads/sites/2/2018/08/2018-2019-ConVal-High-School-Student-Handbook.pdf,2018-2019,FALSE,
KINGWOOD H S,Texas,www.humbleisd.net/khs,TX ,1-Regular school,2-No,2-No,11-City: Large,2661,9th Grade,12th Grade,2661,13,117,402,79,1988,9,53,18.16,146.53,handbook,75,3,15,https://www.humbleisd.net/cms/lib/TX01001414/Centricity/Domain/5/2018-19_HISD_English_Handbook_SCOC_2.pdf,2018-2019,FALSE,
