"schoolName","state","website","stateAbb","schoolType","charterSchool","magnetSchool","locale","totalStudents","lowestGrade","highestGrade","totalRace","raceNative","raceAsian","raceHispanic","raceBlack","raceWhite","raceHawaiian","raceMultiple","studentTeacherRatio","teacherCount","matches","pWhite","pBlack","pHispanic"
"MT. MADONNA HIGH","California","http://mtmadonna.schoolloop.com","CA ","4-Alternative/other school","2-No","2-No","23-Suburb: Small",237,"9th Grade","12th Grade",237,3,2,209,0,18,0,5,20.17,11.75,"manual",8,0,88
"MT. SAN JACINTO HIGH","California","www.psusd.us","CA ","4-Alternative/other school","2-No","2-No","21-Suburb: Large",429,"9th Grade","12th Grade",429,2,4,351,25,40,2,5,20.24,21.2,"guide",9,6,82
"MT. TURNBULL ACADEMY","Arizona","http://www.ftthomas.k12.az.us","AZ ","1-Regular school","1-Yes","–","43-Rural: Remote",21,"9th Grade","12th Grade",21,21,0,0,0,0,0,0,10.5,2,"manual",0,0,0
"MT. VERNON HIGH","Missouri","www.mtvernon.k12.mo.us","MO ","1-Regular school","2-No","2-No","32-Town: Distant",475,"9th Grade","12th Grade",475,6,0,14,5,437,1,12,15.14,31.37,"handbook",92,1,3
"MT. ZION HIGH SCHOOL","Georgia","www.carrollcountyschools.com","GA ","1-Regular school","2-No","2-No","41-Rural: Fringe",420,"9th Grade","12th Grade",420,3,0,33,56,301,0,27,18.1,23.2,"handbook",72,13,8
"MTS HIGH SCHOOL","Minnesota","http://www.mtcs.org/","MN ","1-Regular school","1-Yes","2-No","11-City: Large",164,"9th Grade","12th Grade",164,9,3,40,88,12,4,8,7.82,20.96,"handbook",7,54,24
"MTS PEASE ACADEMY","Minnesota","http://www.mtcs.org/","MN ","1-Regular school","1-Yes","2-No","11-City: Large",44,"9th Grade","12th Grade",44,0,0,3,3,35,0,3,9.73,4.52,"handbook",80,7,7
"MUNICH HIGH SCHOOL","North Dakota","http://www.munich.K12.nd.us","ND ","1-Regular school",NA,NA,"43-Rural: Remote",22,"9th Grade","12th Grade",22,0,0,0,0,22,0,0,3.91,5.63,"handbook",100,0,0
"MURPHY HIGH","North Carolina","www.cherokee.k12.nc.us/mhs/","NC ","1-Regular school","2-No","2-No","43-Rural: Remote",499,"9th Grade","12th Grade",499,13,3,13,14,447,0,9,15.1,33.04,"handbook",90,3,3
"MUSTANG HS","Oklahoma","www.mustangps.org","OK ","1-Regular school","2-No",NA,"21-Suburb: Large",2854,"9th Grade","12th Grade",2854,177,167,252,132,1951,5,170,20.24,141.04,"handbook",68,5,9
"N GARLAND H S","Texas","www.garlandisd.net/nghs","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",2681,"9th Grade","12th Grade",2681,19,481,1468,396,281,1,35,15.95,168.08,"guide",10,15,55
"NAAMAN FOREST H S","Texas","www.garlandisd.net/nfhs","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",2072,"9th Grade","12th Grade",2072,8,313,849,404,449,4,45,13.85,149.55,"guide",22,19,41
"NACOGDOCHES H S","Texas","www.nacisd.org","TX ","1-Regular school","2-No","2-No","33-Town: Remote",1670,"9th Grade","12th Grade",1670,2,54,679,464,451,2,18,15.14,110.28,"manual",27,28,41
"NANTUCKET HIGH","Massachusetts","www.npsk.org","MA ","1-Regular school","2-No","2-No","32-Town: Distant",513,"9th Grade","12th Grade",513,0,6,111,65,318,0,13,11.27,45.5,"guide",62,13,22
"NASHOBA REGIONAL","Massachusetts","https://nrhs.nrsd.net","MA ","1-Regular school","2-No","2-No","41-Rural: Fringe",1065,"9th Grade","12th Grade",1065,1,24,48,16,937,0,39,13.84,76.93,"handbook",88,2,5
"NASHOBA VALLEY TECHNICAL HIGH SCHOOL","Massachusetts","http://www.nashobatech.net","MA ","3-Vocational school","2-No","2-No","21-Suburb: Large",731,"9th Grade","12th Grade",731,4,6,43,5,650,0,23,12.62,57.94,"manual",89,1,6
"NATALIA H S","Texas","www.nataliaisd.net","TX ","1-Regular school","2-No","2-No","41-Rural: Fringe",291,"9th Grade","12th Grade",291,0,3,230,2,52,2,2,12.96,22.46,"guide",18,1,79
"NATHAN HALE HIGH","Wisconsin","www.wawm.k12.wi.us","WI ","1-Regular school","2-No","2-No","13-City: Small",1571,"9th Grade","12th Grade",1571,16,59,280,128,1050,1,37,17.41,90.24,"handbook",67,8,18
"NATICK HIGH","Massachusetts","www.natickps.org","MA ","1-Regular school","2-No","2-No","21-Suburb: Large",1624,"9th Grade","12th Grade",1624,1,125,59,51,1330,1,57,14.74,110.15,"guide",82,3,4
"NECHES H S","Texas","www.nechesisd.com","TX ","1-Regular school","2-No","2-No","42-Rural: Distant",112,"9th Grade","12th Grade",112,0,1,10,11,86,0,4,9.96,11.24,"handbook",77,10,9
"NEENAH HIGH","Wisconsin","www.neenah.k12.wi.us","WI ","1-Regular school","2-No","2-No","13-City: Small",1961,"9th Grade","12th Grade",1961,11,53,116,42,1706,3,30,16.99,115.4,"appearance",87,2,6
"NEKOOSA HIGH","Wisconsin","www.nekoosasd.net","WI ","1-Regular school","2-No","2-No","41-Rural: Fringe",402,"9th Grade","12th Grade",402,9,5,29,8,347,0,4,15.19,26.46,"handbook",86,2,7
"NELSON COUNTY HIGH","Virginia","http://www.nelson.k12.va.us","VA ","1-Regular school","2-No","2-No","42-Rural: Distant",643,"9th Grade","12th Grade",643,0,5,45,90,481,0,22,13.75,46.78,"guide",75,14,7
"NETTLETON HIGH SCHOOL","Mississippi","www.nettletonschools.com","MS ","1-Regular school","2-No","2-No","42-Rural: Distant",391,"9th Grade","12th Grade",391,0,0,7,107,276,0,1,8.89,44,"guide",71,27,2
"NEVADA HIGH SCHOOL","Iowa","www.nevada.k12.ia.us/computerapps/NHS.html","IA ","1-Regular school","2-No",NA,"31-Town: Fringe",462,"9th Grade","12th Grade",462,0,8,27,5,411,1,10,15.18,30.43,"handbook",89,1,6
"NEW ALBANY HIGH SCHOOL","Mississippi","http://nahighschool.com","MS ","1-Regular school","2-No","2-No","33-Town: Remote",566,"9th Grade","12th Grade",566,0,4,52,182,328,0,0,17.5,32.34,"handbook",58,32,9
"NEW AMERICA SCHOOL","New Mexico","http://www.newamericaschool.org/","NM ","1-Regular school","1-Yes",NA,"21-Suburb: Large",344,"9th Grade","12th Grade",344,3,3,289,0,49,0,0,19.87,17.31,"manual",14,0,84
"NEW AMERICA SCHOOL - LOWRY","COLORADO","http://www.newamericaschool.org","CO ","4-Alternative/other school","1-Yes","2-No","11-City: Large",527,"9th Grade","12th Grade",527,3,70,353,59,37,1,4,31.58,16.69,"manual",7,11,67
"NEW DIRECTIONS","Texas","www.swprep.org","TX ","4-Alternative/other school","1-Yes","2-No","11-City: Large",122,"9th Grade","12th Grade",122,0,0,73,24,22,0,3,13.28,9.19,"code of conduct",18,20,60
"NEW GLARUS HIGH","Wisconsin","www.ngsd.k12.wi.us","WI ","1-Regular school","2-No","2-No","42-Rural: Distant",240,"9th Grade","12th Grade",240,0,1,7,6,218,0,8,12.1,19.83,"manual",91,2,3
"NEW HANOVER HIGH","North Carolina","www.nhcs.k12.nc.us/nhhs","NC ","1-Regular school","2-No","2-No","12-City: Mid-size",1654,"9th Grade","12th Grade",1654,5,27,191,556,815,2,58,16.21,102.01,"guide",49,34,12
"NEW LIMA HS","Oklahoma","www.newlima.k12.ok.us","OK ","1-Regular school","2-No",NA,"42-Rural: Distant",104,"9th Grade","12th Grade",104,15,2,5,2,46,0,34,13.18,7.89,"handbook",44,2,5
"NEW LONDON HIGH","Wisconsin","www.newlondon.k12.wi.us","WI ","1-Regular school","2-No","2-No","41-Rural: Fringe",640,"9th Grade","12th Grade",640,2,5,42,8,577,0,6,16.39,39.06,"guide",90,1,7
"NEW MILLENNIUM SECONDARY","California","www.newmillenniumschool.org","CA ","1-Regular school","1-Yes","2-No","11-City: Large",187,"9th Grade","12th Grade",187,0,2,55,122,3,3,2,16.26,11.5,"handbook",2,65,29
"NEW MISSION HIGH SCHOOL","Massachusetts","www.bostonpublicschools.org","MA ","4-Alternative/other school","2-No","2-No","11-City: Large",319,"9th Grade","12th Grade",319,4,4,102,199,6,1,3,14.82,21.52,"guide",2,62,32
"NEW OPTIONS HIGH SCHOOL","Michigan","www.allendale.k12.mi.us","MI ","4-Alternative/other school","2-No","2-No","21-Suburb: Large",71,"9th Grade","12th Grade",71,0,0,13,4,48,0,6,21.85,3.25,"handbook",68,6,18
"NEW OXFORD SHS","Pennsylvania","http://www.conewago.k12.pa.us","PA ","1-Regular school","2-No","2-No","23-Suburb: Small",1158,"9th Grade","12th Grade",1158,1,7,154,33,954,2,7,15.39,75.22,"guide",82,3,13
"NEW PRAGUE CREDIT RECOVERY","Minnesota","www.np.k12.mn.us","MN ","4-Alternative/other school","2-No","2-No","32-Town: Distant",2,"9th Grade","12th Grade",2,0,0,0,0,2,0,0,5,0.4,"handbook",100,0,0
"NEW PRAGUE SENIOR HIGH","Minnesota","www.np.k12.mn.us","MN ","1-Regular school","2-No","2-No","32-Town: Distant",1276,"9th Grade","12th Grade",1276,3,9,22,12,1225,1,4,24.82,51.42,"handbook",96,1,2
"NEW ROOTS CHARTER SCHOOL","New York","www.newrootsschool.org","NY ","1-Regular school","1-Yes","2-No","13-City: Small",137,"9th Grade","12th Grade",137,1,1,1,11,120,NA,3,10.93,12.54,"guide",88,8,1
"NEW SMYRNA BEACH HIGH SCHOOL","Florida","http://www.nsbhigh.com/","FL ","1-Regular school","2-No","2-No","21-Suburb: Large",1974,"9th Grade","12th Grade",1974,5,27,95,129,1612,0,106,18.45,107,"guide",82,7,5
"NEW TECHNOLOGY HIGH","California",NA,"CA ","1-Regular school","1-Yes","2-No","11-City: Large",238,"9th Grade","12th Grade",238,2,7,137,35,48,1,8,15.26,15.6,"appearance",20,15,58
"NEW TOWN HIGH","Maryland","http://newtownhs.bcps.org","MD ","1-Regular school","2-No","2-No","21-Suburb: Large",986,"9th Grade","12th Grade",986,2,5,15,910,34,1,19,15.17,65,"handbook",3,92,2
"NEW VISION HIGH","California","www.mantecausd.net","CA ","4-Alternative/other school","2-No","2-No","11-City: Large",100,"9th Grade","12th Grade",100,0,12,50,30,5,0,3,16.03,6.24,"appearance",5,30,50
"NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES (THE)","New York","www.newvisions.org/humanities","NY ","1-Regular school","1-Yes","2-No","11-City: Large",508,"9th Grade","12th Grade",508,1,5,288,205,4,NA,5,13.47,37.7,"handbook",1,40,57
"NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II","New York","www.newvisions.org/charter/hum","NY ","1-Regular school","1-Yes","2-No","11-City: Large",441,"9th Grade","12th Grade",441,2,3,273,160,3,NA,0,12.96,34.03,"handbook",1,36,62
"NEW VISIONS CHARTER HS-ADV MATH/SCIE","New York","www.newvisions.org/charter/ams","NY ","1-Regular school","1-Yes","2-No","11-City: Large",454,"9th Grade","12th Grade",454,5,13,211,200,4,NA,21,12.37,36.71,"handbook",1,44,46
"NEW VISIONS CHTR HS-ADV MA/SCI II","New York","www.newvisions.org/charter/ams","NY ","1-Regular school","1-Yes","2-No","11-City: Large",512,"9th Grade","12th Grade",512,10,11,251,231,4,NA,5,13.47,38,"handbook",1,45,49
"NEW VISIONS CHTR HS-ADV MA/SCI IV","NEW YORK","www.newvisions.org/charter/ams","NY ","1-Regular school","1-Yes","2-No","11-City: Large",125,"9th Grade","12th Grade",125,2,11,25,84,2,NA,1,12.58,9.94,"handbook",2,67,20
"NEWARK HIGH SCHOOL","Delaware","www.newarkhigh.org","DE ","1-Regular school","2-No","2-No","21-Suburb: Large",1317,"9th Grade","12th Grade",1317,2,74,236,474,507,0,24,16.88,78,"manual",38,36,18
"NEWARK MEMORIAL HIGH","California","www.newarkunified.org","CA ","1-Regular school","2-No","2-No","21-Suburb: Large",1767,"9th Grade","12th Grade",1767,7,415,876,90,290,33,56,24.83,71.17,"guide",16,5,50
"NEWBERG SENIOR HIGH SCHOOL","Oregon","www.newberg.k12.or.us/nhs","OR ","1-Regular school","2-No",NA,"31-Town: Fringe",1593,"9th Grade","12th Grade",1593,10,25,326,19,1149,3,61,20.88,76.29,"handbook",72,1,20
"NEWBURGH FREE ACADEMY","New York","www.newburghschools.org","NY ","1-Regular school","2-No","1-Yes","21-Suburb: Large",3202,"9th Grade","12th Grade",3202,6,78,1472,844,762,NA,40,13.03,245.76," dress",24,26,46
"NEWBURYPORT HIGH","Massachusetts","www.newburyport.k12.ma.us","MA ","1-Regular school","2-No","2-No","21-Suburb: Large",780,"9th Grade","12th Grade",780,0,14,28,10,709,0,19,12.18,64.05,"guide",91,1,4
"NEWMARKET JR.-SR. HIGH SCHOOL","New Hampshire","www.newmarket.k12.nh.us","NH ","1-Regular school","2-No","2-No","23-Suburb: Small",259,"9th Grade","12th Grade",259,0,29,9,8,210,0,3,9.42,27.5,"appearance",81,3,3
"NEWNAN HIGH SCHOOL","Georgia","cowetaschools.org","GA ","1-Regular school","2-No","2-No","21-Suburb: Large",2299,"9th Grade","12th Grade",2299,8,12,122,627,1461,1,68,18.39,125,"manual",64,27,5
"NEWPORT HIGH SCHOOL","Oregon","lincoln.k12.or.us/schools/newport_high","OR ","1-Regular school","2-No",NA,"32-Town: Distant",644,"9th Grade","12th Grade",644,21,11,156,7,400,1,48,23.47,27.44,"handbook",62,1,24
"NEWPORT MIDDLE HIGH SCHOOL (HIGH)","New Hampshire","sites.google.com/a/sau43.org/nhs","NH ","1-Regular school","2-No","2-No","41-Rural: Fringe",338,"9th Grade","12th Grade",338,1,1,3,0,330,0,3,9.66,35,"handbook",98,0,1
"NEWSOME HIGH SCHOOL","Florida","http://www.sdhc.k12.fl.us/","FL ","1-Regular school","2-No","2-No","21-Suburb: Large",2594,"9th Grade","12th Grade",2594,12,75,382,157,1854,4,110,19.95,130,"manual",71,6,15
"NEWTON SENIOR HIGH SCHOOL","Iowa","www.newton.k12.ia.us/hs/","IA ","1-Regular school","2-No",NA,"32-Town: Distant",819,"9th Grade","12th Grade",819,2,6,25,7,749,1,29,15.6,52.5,"handbook",91,1,3
"NEWTON SOUTH HIGH","Massachusetts","http://nshs.newton.k12.ma.us/","MA ","1-Regular school","2-No","2-No","13-City: Small",1799,"9th Grade","12th Grade",1799,2,347,110,90,1177,0,73,11.58,155.36,"guide",65,5,6
"NEX GEN ACADEMY","New Mexico","http://nexgen.aps.edu/","NM ","1-Regular school","2-No",NA,"11-City: Large",307,"9th Grade","12th Grade",307,3,7,135,6,142,0,14,13.35,23,"handbook",46,2,44
"NF WOODS ADV TECH AND ARTS CENTER","North Carolina","www.mgsd.k12.nc.us/page.cfm?p=2496","NC ","3-Vocational school","2-No","2-No","21-Suburb: Large",0,"9th Grade","12th Grade",0,0,0,0,0,0,0,0,0,26.75,"guide",NA,NA,NA
"NICOLET HIGH","Wisconsin","www.nicolet.us","WI ","1-Regular school","2-No","2-No","21-Suburb: Large",1115,"9th Grade","12th Grade",1115,6,53,69,232,694,3,58,14.27,78.11,"handbook",62,21,6
"NIMITZ H S","Texas","www.irvingisd.net","TX ","1-Regular school","2-No","2-No","12-City: Mid-size",2463,"9th Grade","12th Grade",2463,27,63,1920,182,254,4,13,14.71,167.44,"handbook",10,7,78
"NISKAYUNA HIGH SCHOOL","New York","www.niskyschools.org","NY ","1-Regular school","2-No","2-No","21-Suburb: Large",1392,"9th Grade","12th Grade",1392,2,215,30,52,1075,NA,18,14.25,97.7,"manual",77,4,2
"NIWOT HIGH SCHOOL","Colorado","http://nhs.svvsd.org","CO ","1-Regular school","2-No","2-No","22-Suburb: Mid-size",1279,"9th Grade","12th Grade",1279,8,117,309,18,792,8,27,22.05,58.01,"guide",62,1,24
"NIXYAAWII COMMUNITY SCHOOL","Oregon","www.nixyaawii.k12.or.us/","OR ","1-Regular school","1-Yes",NA,"42-Rural: Distant",55,"9th Grade","12th Grade",55,42,0,4,0,6,0,3,12.79,4.3,"handbook",11,0,7
"NM MILITARY INSTITUTE","New Mexico","http://www.nmmi.edu/","NM ","1-Regular school","2-No","–","33-Town: Remote",0,"9th Grade","12th Grade",0,0,0,0,0,0,0,0,NA,0,"appearance",NA,NA,NA
"NODAWAY VALLEY HIGH SCHOOL","Iowa","nodawayvalley.org","IA ","1-Regular school","2-No",NA,"43-Rural: Remote",197,"9th Grade","12th Grade",197,0,1,2,1,190,0,3,10.4,18.95,"appearance",96,1,1
"NORFOLK COUNTY AGRICULTURAL","Massachusetts","www.norfolkaggie.org","MA ","3-Vocational school","2-No","2-No","21-Suburb: Large",524,"9th Grade","12th Grade",524,2,6,13,8,483,0,12,10.04,52.2,"handbook",92,2,2
"NORTH ACADEMY ARTS/COMMUNICATION","Minnesota","http://www.mpls.k12.mn.us/","MN ","1-Regular school","2-No","2-No","11-City: Large",289,"9th Grade","12th Grade",289,2,7,7,250,21,0,2,8.58,33.68,"guide",7,87,2
"NORTH ANDREW HIGH","Missouri","northandrew.org","MO ","1-Regular school","2-No","2-No","42-Rural: Distant",117,"9th Grade","12th Grade",117,0,0,0,0,115,0,2,10.2,11.47,"handbook",98,0,0
"NORTH BALDWIN CTR FOR TECH","Alabama","www.nbctschool.com","AL ","3-Vocational school","2-No","2-No","32-Town: Distant",NA,"9th Grade","12th Grade",0,NA,NA,NA,NA,NA,NA,NA,NA,8.5,"handbook",NA,NA,NA
"NORTH CANYON HIGH SCHOOL","Arizona","www.pvschools.net","AZ ","1-Regular school","2-No","–","11-City: Large",1894,"9th Grade","12th Grade",1894,36,61,990,98,657,2,50,21.87,86.6,"guide",35,5,52
"NORTH CARROLL HIGH","Maryland","http://www.carrollk12.org/nch/","MD ","1-Regular school","2-No","2-No","21-Suburb: Large",700,"9th Grade","12th Grade",700,2,13,39,19,619,0,8,14.29,49,"handbook",88,3,6
"NORTH COBB HIGH SCHOOL","Georgia","http://www.cobbk12.org/NorthCobb/","GA ","1-Regular school","2-No","1-Yes","21-Suburb: Large",2854,"9th Grade","12th Grade",2854,2,135,442,979,1167,4,125,19.43,146.9,"handbook",41,34,15
"NORTH COUNTRY CHARTER ACADEMY (H)","New Hampshire","www.northcountrycharteracademy.com","NH ","1-Regular school","1-Yes","2-No","33-Town: Remote",53,"9th Grade","12th Grade",53,0,0,0,0,52,0,1,15.14,3.5,"guide",98,0,0
"NORTH COUNTRY SENIOR UHSD #22","Vermont","http://ncuhs.ncsuvt.org/","VT ","1-Regular school",NA,"2-No","33-Town: Remote",723,"9th Grade","12th Grade",723,3,4,10,8,696,0,2,8.17,88.5,"handbook",96,1,1
"NORTH CROWLEY H S","Texas","www.crowley.k12.tx.us","TX ","1-Regular school","2-No","2-No","41-Rural: Fringe",2455,"9th Grade","12th Grade",2455,30,151,619,1238,368,3,46,15.63,157.03,"guide",15,50,25
"NORTH DALLAS H S","Texas","www.dallasisd.org/northdallas","TX ","1-Regular school","2-No","2-No","11-City: Large",1207,"9th Grade","12th Grade",1207,5,45,939,193,20,0,5,14.54,83.04,"handbook",2,16,78
"NORTH DOUGLAS HIGH SCHOOL","Oregon","www.northdouglas.k12.or.us","OR ","1-Regular school","2-No",NA,"43-Rural: Remote",85,"9th Grade","12th Grade",85,1,0,11,0,68,0,5,11.33,7.5,"appearance",80,0,13
"NORTH EAST HS","Pennsylvania","http://www.nesd1.org","PA ","1-Regular school","2-No","2-No","31-Town: Fringe",499,"9th Grade","12th Grade",499,1,1,15,2,471,0,9,14.22,35.1,"appearance",94,0,3
"NORTH EUGENE HIGH SCHOOL","Oregon","nehs.4j.lane.edu/","OR ","1-Regular school","2-No",NA,"12-City: Mid-size",911,"9th Grade","12th Grade",911,21,17,170,10,618,4,71,21.7,41.99,"handbook",68,1,19
"NORTH FAYETTE HIGH SCHOOL","Iowa","www.n-fayette.k12.ia.us","IA ","1-Regular school","2-No",NA,"43-Rural: Remote",352,"9th Grade","12th Grade",352,0,3,6,3,332,1,7,11.64,30.24,"handbook",94,1,2
"NORTH FORT MYERS HIGH SCHOOL","Florida","http://nfm.leeschools.net/","FL ","1-Regular school","2-No","2-No","21-Suburb: Large",1673,"9th Grade","12th Grade",1673,3,32,298,87,1204,2,47,18.59,90,"handbook",72,5,18
"NORTH GARDENS HIGH SCHOOL","Florida","http://www.dadeschools.net","FL ","4-Alternative/other school","1-Yes","2-No","21-Suburb: Large",352,"9th Grade","12th Grade",352,0,1,131,210,10,0,0,39.11,9,"guide",3,60,37
"NORTH HAVEN HIGH SCHOOL","Connecticut","www.north-haven.k12.ct.us/hs/default.htm","CT ","1-Regular school","2-No","2-No","21-Suburb: Large",1000,"9th Grade","12th Grade",1000,1,80,57,48,793,1,20,12.2,82,"handbook",79,5,6
"NORTH HIGH","Massachusetts","http://north.worcesterschools.org","MA ","1-Regular school","2-No","2-No","12-City: Mid-size",1335,"9th Grade","12th Grade",1335,6,103,595,279,316,0,36,14.11,94.59,"handbook",24,21,45
"NORTH HIGH","Wisconsin","www.oshkosh.k12.wi.us","WI ","1-Regular school","2-No","2-No","13-City: Small",1268,"9th Grade","12th Grade",1268,8,106,57,74,975,3,45,13.1,96.82,"handbook",77,6,4
"NORTH HIGH","Kansas","http://www.usd259.org","KS ","1-Regular school","2-No","2-No","11-City: Large",2161,"9th Grade","12th Grade",2161,30,21,1385,190,440,2,93,17.23,125.4,"guide",20,9,64
"NORTH HIGH SCHOOL","Iowa",NA,"IA ","1-Regular school","2-No",NA,"12-City: Mid-size",1259,"9th Grade","12th Grade",1259,4,129,339,317,391,4,75,15.81,79.61,"handbook",31,25,27
"NORTH HOLLYWOOD SENIOR HIGH","California","www.nhhs.net","CA ","1-Regular school","2-No","1-Yes","11-City: Large",2610,"9th Grade","12th Grade",2610,4,248,1815,114,392,2,35,26.77,97.5,"manual",15,4,70
"NORTH HS","Oklahoma","edmondschools.net","OK ","1-Regular school","2-No",NA,"21-Suburb: Large",2644,"9th Grade","12th Grade",2644,55,104,210,148,1946,1,180,22.57,117.15,"handbook",74,6,8
"NORTH KERN VOCATIONAL TRAINING CENTER","California","www.nkvtc.org","CA ","3-Vocational school","2-No","–","32-Town: Distant",NA,"9th Grade","12th Grade",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guide",NA,NA,NA
"NORTH LAKE HIGH SCHOOL","Michigan","www.lakeshoreschool.org","MI ","4-Alternative/other school","2-No","2-No","21-Suburb: Large",133,"9th Grade","12th Grade",133,0,0,3,27,96,0,7,26.6,5,"appearance",72,20,2
"NORTH LAKES ACADEMY 56","Minnesota","http://www.northlakesacademy.org","MN ","1-Regular school","1-Yes","2-No","31-Town: Fringe",212,"9th Grade","12th Grade",212,3,4,2,3,196,0,4,14.39,14.73,"handbook",92,1,1
"NORTH MARION HIGH SCHOOL","Oregon","www.nmarion.k12.or.us","OR ","1-Regular school","2-No",NA,"41-Rural: Fringe",622,"9th Grade","12th Grade",622,4,7,276,3,314,1,17,20.06,31,"manual",50,0,44
"NORTH MEDFORD HIGH SCHOOL","Oregon","www.medford.k12.or.us","OR ","1-Regular school","2-No",NA,"13-City: Small",1700,"9th Grade","12th Grade",1700,21,36,374,18,1153,22,76,22.26,76.37,"guide",68,1,22
"NORTH MESQUITE H S","Texas","www.mesquiteisd.org","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",2843,"9th Grade","12th Grade",2843,14,27,1745,632,373,5,47,16.67,170.5,"handbook",13,22,61
"NORTH PITT HIGH","North Carolina","www.pitt.k12.nc.us","NC ","1-Regular school","2-No","2-No","41-Rural: Fringe",922,"9th Grade","12th Grade",922,0,0,209,461,228,0,24,16.82,54.8,"guide",25,50,23
"NORTH PLAINS OPPORTUNITY CENTER","TEXAS","www.dumas-k12.net","TX ","4-Alternative/other school","2-No","2-No","33-Town: Remote",53,"9th Grade","12th Grade",53,1,1,43,1,7,0,0,9.46,5.6,"guide",13,2,81
"NORTH POLE HIGH SCHOOL","Alaska","http://www.k12northstar.org","AK ","1-Regular school","2-No","2-No","23-Suburb: Small",725,"9th Grade","12th Grade",725,59,17,38,10,519,3,79,18.35,39.5,"appearance",72,1,5
"NORTH PULASKI HIGH SCHOOL","Arkansas","www.pcssd.org","AR ","1-Regular school","2-No","2-No","21-Suburb: Large",375,"9th Grade","12th Grade",375,1,10,26,120,201,0,17,8.72,43.01,"manual",54,32,7
"NORTH QUINCY HIGH","Massachusetts","www.quincypublicschools.com","MA ","1-Regular school","2-No","2-No","21-Suburb: Large",1215,"9th Grade","12th Grade",1215,1,665,43,40,453,2,11,14.04,86.51,"guide",37,3,4
